key,0,1,2,3,4,5,6,7,8,9
38,4,0,198009,0,1,0,0,1,1,"メタル"
39,4,0,198010,0,298,0,0,1,10,"トリプルトライアドEX"
40,4,0,198011,0,298,0,0,1,9,"トリプルトライアド"
41,5,0,199002,0,1,0,0,1,1,"ギル金貨"
42,5,0,199003,0,1,0,0,1,2,"羽ペン"
43,5,0,199004,0,1,0,0,1,3,"ステッカー"
44,5,0,199005,0,1,0,0,1,4,"地図"
45,5,0,199006,0,1,0,0,1,5,"リボン"
46,5,0,199007,0,1,0,0,1,6,"手紙"
47,5,0,199008,0,1,0,0,1,7,"音符"
48,5,0,199009,0,1,0,0,1,8,"ブーケ"
49,5,0,199010,0,1,0,0,1,9,"メモ"
50,5,0,199011,0,1,0,0,1,10,"切手"
51,2,0,194201,0,156,0,0,2,950,"剣術士"
52,2,0,194202,0,157,0,0,2,951,"斧術士"
53,2,0,194203,0,158,0,0,2,952,"幻術士"
54,2,0,194204,0,159,0,0,2,953,"格闘士"
55,2,0,194205,0,160,0,0,2,954,"槍術士"
56,2,0,194206,0,161,0,0,2,955,"双剣士"
57,2,0,194207,0,162,0,0,2,956,"弓術士"
58,2,0,194208,0,163,0,0,2,957,"呪術士"
59,2,0,194209,0,164,0,0,2,958,"巴術士"
60,2,0,194210,0,300,0,0,2,1000,"ナイト"
61,2,0,194211,0,301,0,0,2,1001,"戦士"
62,2,0,194212,0,302,0,0,2,1002,"暗黒騎士"
63,2,0,194213,0,303,0,0,2,1003,"ガンブレイカー"
64,2,0,194214,0,304,0,0,2,1004,"白魔道士"
65,2,0,194215,0,305,0,0,2,1005,"学者"
66,2,0,194216,0,306,0,0,2,1006,"占星術師"
67,2,0,194217,0,307,0,0,2,1007,"賢者"
68,2,0,194218,0,308,0,0,2,1008,"モンク"
69,2,0,194219,0,309,0,0,2,1009,"竜騎士"
70,2,0,194220,0,310,0,0,2,1010,"忍者"
71,2,0,194221,0,311,0,0,2,1011,"侍"
72,2,0,194222,0,312,0,0,2,1012,"リーパー"
73,2,0,194223,0,313,0,0,2,1014,"吟遊詩人"
74,2,0,194224,0,314,0,0,2,1015,"機工士"
75,2,0,194225,0,315,0,0,2,1016,"踊り子"
76,2,0,194226,0,316,0,0,2,1017,"黒魔道士"
77,2,0,194227,0,317,0,0,2,1018,"召喚士"
78,2,0,194228,0,318,0,0,2,1019,"赤魔道士"
79,2,0,194229,0,232,0,0,2,1021,"青魔道士"
80,2,0,194230,0,268,0,0,2,1100,"木工師"
81,2,0,194231,0,269,0,0,2,1101,"鍛冶師"
82,2,0,194232,0,270,0,0,2,1102,"甲冑師"
83,2,0,194233,0,271,0,0,2,1103,"彫金師"
84,2,0,194234,0,272,0,0,2,1104,"革細工師"
85,2,0,194235,0,273,0,0,2,1105,"裁縫師"
86,2,0,194236,0,274,0,0,2,1106,"錬金術師"
87,2,0,194237,0,275,0,0,2,1107,"調理師"
88,2,0,194238,0,285,0,0,2,1108,"採掘師"
89,2,0,194239,0,286,0,0,2,1109,"園芸師"
90,2,0,194240,0,287,0,0,2,1110,"漁師"
91,0,0,0,0,0,0,0,0,0,""
92,0,0,0,0,0,0,0,0,0,""
93,0,0,0,0,0,0,0,0,0,""
94,0,0,0,0,0,0,0,0,0,""
95,0,0,0,0,0,0,0,0,0,""
96,0,0,0,0,0,0,0,0,0,""
97,0,0,0,0,0,0,0,0,0,""
98,0,0,0,0,0,0,0,0,0,""
99,0,0,0,0,0,0,0,0,0,""
100,0,0,0,0,0,0,0,0,0,""
101,0,0,0,0,0,0,0,0,0,""
102,0,0,0,0,0,0,0,0,0,""
103,0,0,0,0,0,0,0,0,0,""
104,0,0,0,0,0,0,0,0,0,""
105,0,0,0,0,0,0,0,0,0,""
106,0,0,0,0,0,0,0,0,0,""
107,0,0,0,0,0,0,0,0,0,""
108,0,0,0,0,0,0,0,0,0,""
109,0,0,0,0,0,0,0,0,0,""
110,0,0,0,0,0,0,0,0,0,""
111,0,0,0,0,0,0,0,0,0,""
112,0,0,0,0,0,0,0,0,0,""
113,0,0,0,0,0,0,0,0,0,""
114,0,0,0,0,0,0,0,0,0,""
115,0,0,0,0,0,0,0,0,0,""
116,0,0,0,0,0,0,0,0,0,""
117,0,0,0,0,0,0,0,0,0,""
118,0,0,0,0,0,0,0,0,0,""
119,0,0,0,0,0,0,0,0,0,""
120,0,0,0,0,0,0,0,0,0,""
121,0,0,0,0,0,0,0,0,0,""
122,0,0,0,0,0,0,0,0,0,""
123,0,0,0,0,0,0,0,0,0,""
124,0,0,0,0,0,0,0,0,0,""
125,0,0,0,0,0,0,0,0,0,""
126,0,0,0,0,0,0,0,0,0,""
127,0,0,0,0,0,0,0,0,0,""
128,0,0,0,0,0,0,0,0,0,""
129,0,0,0,0,0,0,0,0,0,""
130,0,0,0,0,0,0,0,0,0,""
131,0,0,0,0,0,0,0,0,0,""
132,0,0,0,0,0,0,0,0,0,""
133,0,0,0,0,0,0,0,0,0,""
134,0,0,0,0,0,0,0,0,0,""
135,0,0,0,0,0,0,0,0,0,""
136,0,0,0,0,0,0,0,0,0,""
137,0,0,0,0,0,0,0,0,0,""
138,0,0,0,0,0,0,0,0,0,""
139,0,0,0,0,0,0,0,0,0,""
140,0,0,0,0,0,0,0,0,0,""
141,0,0,0,0,0,0,0,0,0,""
142,0,0,0,0,0,0,0,0,0,""
143,0,0,0,0,0,0,0,0,0,""
144,0,0,0,0,0,0,0,0,0,""
145,0,0,0,0,0,0,0,0,0,""
146,0,0,0,0,0,0,0,0,0,""
147,0,0,0,0,0,0,0,0,0,""
148,0,0,0,0,0,0,0,0,0,""
149,0,0,0,0,0,0,0,0,0,""
150,0,0,0,0,0,0,0,0,0,""
151,0,0,0,0,0,0,0,0,0,""
152,3,0,197901,0,154,0,0,7,4000,"コンパニオン特典1"
153,3,0,197902,0,155,0,0,7,4001,"コンパニオン特典2"
154,4,0,198901,0,154,0,0,7,4000,"コンパニオン特典1"
155,4,0,198902,0,155,0,0,7,4001,"コンパニオン特典2"
156,5,0,199901,0,154,0,0,7,4000,"コンパニオン特典1"
157,5,0,199902,0,155,0,0,7,4001,"コンパニオン特典2"
158,1,0,195901,0,154,0,0,7,4000,"コンパニオン特典1"
159,1,0,195902,0,155,0,0,7,4001,"コンパニオン特典2"
160,1,0,195701,0,319,0,0,4,2500,"絶バハムート討滅戦"
161,3,0,197701,0,319,0,0,4,2500,"絶バハムート討滅戦"
162,4,0,198701,0,319,0,0,4,2500,"絶バハムート討滅戦"
163,5,0,199701,0,319,0,0,4,2500,"絶バハムート討滅戦"
164,1,0,195702,0,320,0,0,4,2501,"絶アルテマウェポン破壊作戦"
165,3,0,197702,0,320,0,0,4,2501,"絶アルテマウェポン破壊作戦"
166,4,0,198702,0,320,0,0,4,2501,"絶アルテマウェポン破壊作戦"
167,5,0,199702,0,320,0,0,4,2501,"絶アルテマウェポン破壊作戦"
168,1,0,195703,0,321,0,0,4,2502,"絶アレキサンダー討滅戦"
169,3,0,197703,0,321,0,0,4,2502,"絶アレキサンダー討滅戦"
170,4,0,198703,0,321,0,0,4,2502,"絶アレキサンダー討滅戦"
171,5,0,199703,0,321,0,0,4,2502,"絶アレキサンダー討滅戦"
172,1,0,195704,0,322,0,0,4,2503,"絶竜詩戦争"
173,3,0,197704,0,322,0,0,4,2503,"絶竜詩戦争"
174,4,0,198704,0,322,0,0,4,2503,"絶竜詩戦争"
175,5,0,199704,0,322,0,0,4,2503,"絶竜詩戦争"
176,2,0,194701,0,343,0,0,4,2400,"ヴァリアントダンジョン：シラディハ水道"
177,3,0,197705,0,343,0,0,4,2400,"ヴァリアントダンジョン：シラディハ水道"
178,0,0,0,0,0,0,0,0,0,""
179,5,0,199966,0,344,0,0,3,2315,"友好部族クエスト：オミクロン族"
180,2,0,194012,0,1,0,0,1,11,"カフェ"
181,2,0,194013,0,1,0,0,1,12,"チェック"
182,2,0,194014,0,1,0,0,1,13,"キラキラ"
183,2,0,194015,0,1,0,0,1,14,"ストライプ"
184,2,0,194016,0,1,0,0,1,15,"ボーダー"
185,2,0,194017,0,1,0,0,1,16,"ハート"
186,2,0,194018,0,1,0,0,1,17,"シェブロン・ストライプ"
187,2,0,194019,0,1,0,0,1,18,"麻柄"
188,2,0,194020,0,1,0,0,1,19,"ギンガムチェック"
189,2,0,194021,0,1,0,0,1,20,"クリスタル"
190,1,0,195012,0,1,0,0,1,11,"東方風"
191,4,0,198012,0,1,0,0,1,11,"ジグザグ"
192,4,0,198013,0,1,0,0,1,12,"マスキングテープ：暖色"
193,4,0,198014,0,1,0,0,1,13,"マスキングテープ：寒色"
194,5,0,199012,0,1,0,0,1,11,"カフェ"
195,5,0,199013,0,347,0,0,7,13,"ギターピック"
196,5,0,199014,0,347,0,0,7,12,"ヴァイオリン"
197,5,1,76701,0,348,0,0,6,5650,"ミニオン：マメット001"
198,5,1,76702,0,349,0,0,6,5000,"ミニオン：チョコチョコボ"
199,5,1,76703,0,350,0,0,6,5050,"ミニオン：タイニーボム"
200,5,1,76704,0,351,608,0,6,5051,"ミニオン：ベビーモス"
201,5,1,76705,0,352,0,0,6,5052,"ミニオン：モルボルバルブ"
202,5,1,76706,0,353,0,0,6,5061,"ミニオン：ダストバニー"
203,5,1,76707,0,354,0,0,6,5062,"ミニオン：ミニテンダー"
204,5,1,76708,0,355,0,0,6,5063,"ミニオン：スモールシェル"
205,5,1,76709,0,356,0,0,6,5075,"ミニオン：グゥーブー・スプラウト"
206,5,1,76710,0,357,0,0,6,5076,"ミニオン：デモンズブロック"
207,5,1,76711,0,358,609,0,6,5702,"ミニオン：マメット・カーソル"
208,5,1,76712,0,359,0,0,6,5350,"ミニオン：マメット・キキルン"
209,5,1,76713,0,360,0,0,6,5064,"ミニオン：ウルフ・パップ"
210,5,1,76714,0,361,0,0,6,5056,"ミニオン：タイニークァール"
211,5,1,76715,0,362,0,0,6,5059,"ミニオン：マメット・トンベリ"
212,5,1,76716,0,363,0,0,6,5703,"ミニオン：マメット・ブルーム"
213,5,1,76717,0,364,610,0,6,5002,"ミニオン：マメット・モーグリ"
214,5,1,76718,0,365,0,0,6,5251,"ミニオン：ナッツイーター"
215,5,1,76719,0,366,0,0,6,5252,"ミニオン：ファットキャット"
216,5,1,76720,0,367,0,0,6,5751,"ミニオン：カッパッパ"
217,5,1,76721,0,368,0,0,6,5700,"ミニオン：追従システム"
218,5,1,76722,0,369,0,0,6,5088,"ミニオン：パイッサ・ブラット"
219,5,1,76723,0,370,0,0,6,5090,"ミニオン：コロコロポックル"
220,5,1,76724,0,371,0,0,6,5301,"ミニオン：ウソウソ"
221,5,1,76725,0,372,0,0,6,5351,"ミニオン：マメット・ナマズオ"
222,5,1,76726,0,373,0,0,6,5540,"ミニオン：マメット・クロ"
223,5,1,76727,0,374,0,0,6,5258,"ミニオン：豆柴"
224,5,1,76728,0,375,0,0,6,5264,"ミニオン：ロンカの水蛇？"
225,5,1,76729,0,376,0,0,6,5352,"ミニオン：ジャイアントビーバー"
226,5,1,76730,0,377,0,0,6,5306,"ミニオン：コマンダー・シャーク"
227,5,1,76731,0,378,611,0,6,5651,"ミニオン：マメット・ケットシー"
228,5,1,76732,0,379,0,0,6,5308,"ミニオン：ブルーバード"
229,5,1,76733,0,380,0,0,6,5065,"ミニオン：タイニードードー"
230,5,1,76734,0,381,0,0,6,5074,"ミニオン：タイニーアプカル"
231,5,1,76735,0,382,0,0,6,5077,"ミニオン：タイニーラム"
232,5,1,76736,0,383,0,0,6,5066,"ミニオン：ミニマンドラゴラ"
233,5,1,76737,0,384,0,0,6,5080,"ミニオン：アントーキング・コリブリ"
234,5,1,76738,0,385,0,0,6,5082,"ミニオン：マメット・サキュバス"
235,5,1,76739,0,386,612,624,6,5600,"ミニオン：マメット・ギルガメッシュ"
236,5,1,76740,0,387,0,0,6,5067,"ミニオン：オニオンプリンス"
237,5,1,76741,0,388,0,0,6,5068,"ミニオン：エッグナイト"
238,5,1,76742,0,389,0,0,6,5069,"ミニオン：ガーリックスター"
239,5,1,76743,0,390,0,0,6,5070,"ミニオン：キングトマト"
240,5,1,76744,0,391,0,0,6,5071,"ミニオン：マンドラクイーン"
241,5,1,76745,0,392,0,0,6,5602,"ミニオン：マメット・オルトロス"
242,5,1,76746,0,393,0,0,6,5601,"ミニオン：エンキドゥ"
243,5,1,76747,0,394,0,0,6,5085,"ミニオン：ミニマムアトモス"
244,5,1,76748,0,395,0,0,6,5086,"ミニオン：ゲイラキトン"
245,5,1,76749,0,396,0,0,6,5254,"ミニオン：レッサーパンダ"
246,5,1,76750,0,397,0,0,6,5312,"ミニオン：プリンスペンギン"
247,5,1,76751,0,398,0,0,6,5752,"ミニオン：ポーキー"
248,5,1,76752,0,399,0,0,6,5094,"ミニオン：うり坊"
249,5,1,76753,0,400,0,0,6,5313,"ミニオン：タビスズメ"
250,5,1,76754,0,401,0,0,6,5652,"ミニオン：マメットキメラ"
251,5,1,76755,0,402,0,0,6,5095,"ミニオン：コユキンコ"
252,5,1,76756,0,403,0,0,6,5256,"ミニオン：豆妖狐"
253,5,1,76757,0,404,0,0,6,5314,"ミニオン：ハシビロコウ"
254,5,1,76758,0,405,0,0,6,5096,"ミニオン：ポークシー・ビッツ"
255,5,1,76759,0,406,0,0,6,5266,"ミニオン：サンドフォックス"
256,5,1,76760,0,407,0,0,6,5307,"ミニオン：モモラ・モラ！！！"
257,5,0,199962,0,429,0,0,3,2311,"友好部族クエスト：ピクシー族"
258,5,0,199963,0,430,0,0,3,2312,"友好部族クエスト：キタリ族"
259,5,0,199964,0,431,0,0,3,2313,"友好部族クエスト：ドワーフ族"
260,5,0,199965,0,432,0,0,3,2314,"友好部族クエスト：アルカソーダラ族"
261,5,0,199967,0,433,0,0,3,2316,"友好部族クエスト：レポリット族"
262,1,0,195705,0,434,0,0,4,2504,"絶オメガ検証戦"
263,3,0,197706,0,434,0,0,4,2504,"絶オメガ検証戦"
264,4,0,198705,0,434,0,0,4,2504,"絶オメガ検証戦"
265,5,0,199705,0,434,0,0,4,2504,"絶オメガ検証戦"
266,5,1,76761,0,435,0,0,6,5001,"ミニオン：ポチャチョコボ"
267,5,1,76762,0,436,0,0,6,5078,"ミニオン：ミニスライム"
268,5,1,76763,0,437,0,0,6,5081,"ミニオン：ベイビーオポオポ"
269,5,1,76764,0,438,0,0,6,5083,"ミニオン：リトルフット"
270,5,1,76765,0,439,0,0,6,5089,"ミニオン：シャローアイ"
271,5,1,76766,0,440,0,0,6,5091,"ミニオン：モルフォ"
272,5,1,76767,0,441,0,0,6,5092,"ミニオン：ポロ・ロッゴ"
273,5,1,76768,0,442,0,0,6,5098,"ミニオン：ドリッピー"
274,5,1,76769,0,443,0,0,6,5257,"ミニオン：ブンブク"
275,5,1,76770,0,444,0,0,6,5262,"ミニオン：ヘッジホッグ"
276,5,1,76771,0,445,0,0,6,5268,"ミニオン：モモンガ"
277,5,1,76772,0,446,0,0,6,5302,"ミニオン：ギード"
278,5,1,76773,0,447,0,0,6,5303,"ミニオン：ゴマ塩アザラシ"
279,5,1,76774,0,448,0,0,6,5304,"ミニオン：ウーパールーパー"
280,5,1,76775,0,449,0,0,6,5305,"ミニオン：タイニーダックビル"
281,5,1,76776,0,450,0,0,6,5310,"ミニオン：アグリー・ダックリング"
282,5,1,76777,0,451,0,0,6,5450,"ミニオン：白小虎"
283,5,1,76778,0,452,0,0,6,5451,"ミニオン：朱孔雀"
284,5,1,76779,0,453,0,0,6,5453,"ミニオン：青帝"
285,5,1,76780,0,454,0,0,6,5500,"ミニオン：マメット・ヤ・シュトラ"
286,5,1,76781,0,455,0,0,6,5503,"ミニオン：マメット・ミンフィリア"
287,5,1,76782,0,456,0,0,6,5504,"ミニオン：マメット・サンクレッド"
288,5,1,76783,0,457,0,0,6,5506,"ミニオン：マメット・イダ"
289,5,1,76784,0,458,0,0,6,5508,"ミニオン：マメット・パパリモ"
290,5,1,76785,0,459,0,0,6,5509,"ミニオン：マメット・ウリエンジェ"
291,5,1,76786,0,460,0,0,6,5512,"ミニオン：マメット・アルフィノ"
292,5,1,76787,0,461,0,0,6,5513,"ミニオン：マメット・アリゼー"
293,5,1,76788,0,462,0,0,6,5515,"ミニオン：マメット・タタル"
294,5,1,76789,0,463,0,0,6,5517,"ミニオン：マメット・シド"
295,5,1,76790,0,464,0,0,6,5653,"ミニオン：こねこみみさん"
296,3,0,197711,0,465,0,0,4,2354,"ディープダンジョン：オルト・エウレカ1"
297,3,0,197712,0,466,0,0,4,2355,"ディープダンジョン：オルト・エウレカ2"
298,4,0,198706,0,467,0,0,3,2251,"クロニクルクエスト：四聖獣奇譚"
299,4,0,198707,0,468,0,0,8,2340,"無人島開拓1"
300,4,0,198708,0,469,0,0,8,2341,"無人島開拓2"
301,5,0,199706,0,468,0,0,8,2340,"無人島開拓1"
302,5,0,199707,0,469,0,0,8,2341,"無人島開拓2"
303,5,1,76791,0,472,0,0,6,5100,"ミニオン：スポンジシルキー"
304,5,1,76792,0,473,0,0,6,5269,"ミニオン：チワワン"
305,5,1,76793,0,474,0,0,6,5087,"ミニオン：もちもちゲイラキャット"
306,5,1,76794,0,475,0,0,6,5250,"ミニオン：ナナッコ・ベアー"
307,5,1,76795,0,476,0,0,6,5259,"ミニオン：黒柴"
308,5,1,76796,0,477,0,0,6,5260,"ミニオン：子コアラ"
309,5,1,76797,0,478,0,0,6,5261,"ミニオン：カピバラ・パップ"
310,5,1,76798,0,479,0,0,6,5267,"ミニオン：フラッグ"
311,5,1,76799,0,480,0,0,6,5270,"ミニオン：コーギー"
312,5,1,76601,0,481,0,0,6,5315,"ミニオン：シマエナガ"
313,5,1,76602,0,482,0,0,6,5099,"ミニオン：グリーングリーナー"
314,5,1,76603,0,483,0,0,6,5400,"ミニオン：マメット・アルカソーダラ"
315,5,1,76604,0,484,0,0,6,5353,"ミニオン：マメット・グレビュオフ"
316,5,1,76605,0,485,0,0,6,5354,"ミニオン：ファインディングウェイ"
317,5,1,76606,0,486,0,0,6,5701,"ミニオン：オプティマス・オミクロン"
318,5,1,76607,0,487,0,0,6,5201,"ミニオン：マメット・オメガM"
319,5,1,76608,0,488,0,0,6,5202,"ミニオン：マメット・オメガF"
320,5,1,76609,0,489,0,0,6,5200,"ミニオン：プチオメガ"
321,5,1,76610,0,490,0,0,6,5606,"ミニオン：マメット・アルファ"
322,5,1,76611,0,491,0,0,6,5518,"ミニオン：マメット・クルル"
323,5,1,76612,0,492,0,0,6,5519,"ミニオン：マメット・ムーンブリダ"
324,5,1,76613,0,493,0,0,6,5520,"ミニオン：マメット・ヒルディ"
325,5,1,76614,0,494,613,625,6,5526,"ミニオン：マメット・ナナモ"
326,5,1,76616,0,495,0,0,6,5530,"ミニオン：マメット・オルシュファン"
327,5,1,76617,0,496,0,0,6,5532,"ミニオン：マメット・アイメリク"
328,5,1,76618,0,497,0,0,6,5534,"ミニオン：マメット・エスティニアン"
329,5,1,76619,0,498,0,0,6,5531,"ミニオン：マメット・ネロ"
330,5,1,76615,0,499,614,621,6,5524,"ミニオン：マメット・ラウバーン"
331,5,1,76620,0,500,615,622,6,5523,"ミニオン：マメット・カヌ・エ"
332,5,1,76621,0,501,616,623,6,5522,"ミニオン：マメット・メルウィブ"
333,5,0,199960,0,524,0,0,3,2308,"友好部族クエスト：コウジン族"
334,5,0,199959,0,525,0,0,3,2309,"友好部族クエスト：アナンタ族"
335,5,0,199961,0,526,0,0,3,2310,"友好部族クエスト：ナマズオ族"
336,3,0,197713,0,527,0,0,3,2250,"時代の終焉"
337,4,0,198709,0,527,0,0,3,2250,"時代の終焉"
338,5,0,199708,0,527,0,0,3,2250,"時代の終焉"
339,4,0,198710,0,523,0,0,7,3950,"10周年記念"
340,5,0,199709,0,523,0,0,7,3950,"10周年記念"
341,2,0,194702,0,528,0,0,4,2401,"ヴァリアントダンジョン：六根山"
342,3,0,197714,0,528,0,0,4,2401,"ヴァリアントダンジョン：六根山"
343,1,0,195706,0,529,0,0,8,2342,"世界を釣る者"
344,3,0,197715,0,529,0,0,8,2342,"世界を釣る者"
345,4,0,198711,0,529,0,0,8,2342,"世界を釣る者"
346,5,0,199710,0,529,0,0,8,2342,"世界を釣る者"
347,1,0,195707,0,530,0,0,8,2343,"太公望への道"
348,3,0,197716,0,530,0,0,8,2343,"太公望への道"
349,4,0,198712,0,530,0,0,8,2343,"太公望への道"
350,5,0,199711,0,530,0,0,8,2343,"太公望への道"
351,1,0,195708,0,531,0,0,8,2350,"月下の雀士"
352,4,0,198713,0,531,0,0,8,2350,"月下の雀士"
353,5,0,199712,0,531,0,0,8,2350,"月下の雀士"
354,1,0,195709,0,527,0,0,3,2250,"時代の終焉"
355,5,1,76622,0,534,0,0,6,5072,"ミニオン：プライベート・パキポディウム"
356,5,1,76623,0,535,0,0,6,5272,"ミニオン：忍犬シロマル"
357,5,1,76624,0,536,0,0,6,5273,"ミニオン：忍犬クロマル"
358,5,1,76625,0,537,0,0,6,5704,"ミニオン：ミニモアイ"
359,5,1,76626,0,538,0,0,6,5203,"ミニオン：マメット・アーゼマ"
360,5,1,76627,0,539,0,0,6,5204,"ミニオン：マメット・ハルオーネ"
361,5,1,76628,0,540,0,0,6,5205,"ミニオン：マメット・オシュオン"
362,5,1,76629,0,541,0,0,6,5058,"ミニオン：グラベルゴーレム"
363,5,1,76630,0,542,0,0,6,5084,"ミニオン：リトルマミー"
364,5,1,76631,0,543,0,0,6,5093,"ミニオン：フェンリル・パップ"
365,5,1,76632,0,544,0,0,6,5097,"ミニオン：プチリャナンシー"
366,5,1,76633,0,545,0,0,6,5256,"ミニオン：ドワーフラビット"
367,5,1,76634,0,546,0,0,6,5265,"ミニオン：ミーアキャット"
368,5,1,76635,0,547,0,0,6,5300,"ミニオン：アサシンフライ"
369,5,1,76636,0,548,0,0,6,5309,"ミニオン：オウレット"
370,5,1,76637,0,549,0,0,6,5311,"ミニオン：ハンティング・ホーク"
371,5,1,76638,0,550,0,0,6,5316,"ミニオン：青足のカツォ"
372,5,1,76639,0,551,0,0,6,5501,"ミニオン：ニュー・ヤ・シュトラ"
373,5,1,76640,0,552,0,0,6,5505,"ミニオン：ニュー・サンクレッド"
374,5,1,76641,0,553,0,0,6,5511,"ミニオン：マメット・ルイゾワ"
375,5,1,76642,0,554,0,0,6,5514,"ミニオン：ニュー・アリゼー"
376,5,1,76643,0,555,0,0,6,5521,"ミニオン：マメット・ゴッドベルト"
377,5,1,76644,0,556,617,0,6,5527,"ミニオン：マメット・イゼル"
378,5,1,76645,0,557,618,0,6,5528,"ミニオン：マメット・ユウギリ"
379,5,1,76646,0,558,0,0,6,5533,"ミニオン：マメット・エッダ"
380,5,1,76647,0,559,0,0,6,5539,"ミニオン：マメット・シロ"
381,5,1,76648,0,560,0,0,6,5545,"ミニオン：マメット・グ・ラハ"
382,5,1,76649,0,561,0,0,6,5603,"ミニオン：ミドガルズオルム"
383,5,1,76650,0,562,619,626,6,5604,"ミニオン：マメット・フレースヴェルグ"
384,5,1,76651,0,563,620,0,6,5605,"ミニオン：マメット・ニーズヘッグ"
385,5,1,76653,0,564,0,0,6,5800,"ミニオン：ジェリービーンズ・ピンク"
386,5,1,76654,0,565,0,0,6,5801,"ミニオン：ペグウィン"
387,5,1,76652,0,566,0,0,6,5750,"ミニオン：トルガル・パピー"
388,5,0,199956,0,567,0,0,3,2305,"友好部族クエスト：バヌバヌ族"
389,5,0,199957,0,568,0,0,3,2306,"友好部族クエスト：グナース族"
390,5,0,199958,0,569,0,0,3,2307,"友好部族クエスト：モーグリ族"
391,3,0,197720,0,572,0,0,3,2252,"ミソロジー・オブ・エオルゼア"
392,4,0,198717,0,572,0,0,3,2252,"ミソロジー・オブ・エオルゼア"
393,5,0,199715,0,572,0,0,3,2252,"ミソロジー・オブ・エオルゼア"
394,3,0,197719,0,573,0,0,3,2242,"タタルの大繁盛商店"
395,4,0,198716,0,573,0,0,3,2242,"タタルの大繁盛商店"
396,2,0,194703,0,574,0,0,4,2402,"ヴァリアントダンジョン：アロアロ島"
397,3,0,197721,0,574,0,0,4,2402,"ヴァリアントダンジョン：アロアロ島"
398,1,0,195710,0,570,0,0,8,2351,"クロの空想帳"
399,3,0,197717,0,570,0,0,8,2351,"クロの空想帳"
400,4,0,198714,0,570,0,0,8,2351,"クロの空想帳"
401,5,0,199713,0,570,0,0,8,2351,"クロの空想帳"
402,1,0,195711,0,571,0,0,8,2352,"ソーチョーの幻想盤"
403,3,0,197718,0,571,0,0,8,2352,"ソーチョーの幻想盤"
404,4,0,198715,0,571,0,0,8,2352,"ソーチョーの幻想盤"
405,5,0,199714,0,571,0,0,8,2352,"ソーチョーの幻想盤"
406,1,0,195712,0,575,0,0,7,2700,"ブランダーヴィル1"
407,1,0,195713,0,576,0,0,7,2701,"ブランダーヴィル2"
408,1,0,195714,0,577,0,0,7,2702,"ブランダーヴィル3"
409,1,0,195715,0,607,0,0,7,2703,"妖怪ウォッチ ぷにぷに"
410,4,0,198718,0,607,0,0,7,2703,"妖怪ウォッチ ぷにぷに"
411,5,0,199716,0,607,0,0,7,2703,"妖怪ウォッチ ぷにぷに"
412,5,1,76655,0,643,0,0,6,5263,"ミニオン：レプル"
413,5,1,76656,0,644,0,0,6,5318,"ミニオン：オーロサパ"
